,x,y
718,-103.04795337449649,20.683972521385023
719,-103.21443974331272,20.679034265992755
720,-103.21082381197603,20.67907398003514
721,-103.21263527290382,20.67903324443874
722,-103.09870685629241,20.680451414540464
723,-103.09689197777762,20.680513033232216
724,-103.10756837979888,20.683588507478266
725,-102.9564171122765,20.689689155735476
726,-102.93479863744709,20.684566704209914
727,-102.9947217226843,20.681776252574448
728,-102.92379305965844,20.68291622549286
729,-103.47420434951893,20.678054541450237
730,-103.38959228946858,20.678966753024735
731,-103.47420259412196,20.678064973957614
732,-103.95093181090982,20.72351118192925
733,-103.97168301089647,20.723491989370185
734,-103.36969598333899,20.63408981280837
735,-103.37083223781421,20.637240610842525
736,-103.37819361150089,20.638025101044196
737,-103.40590082828541,20.6406033225729
738,-103.31860495268748,20.635900802070047
739,-103.3517367655289,20.63791373357592
740,-103.28643408764196,20.63709637283974
741,-103.31729876646523,20.63574592363296
742,-103.16831292867835,20.626976858763765
743,-103.34589450926991,20.63502037619394
744,-103.34296504688847,20.632629578186
745,-103.36969598333899,20.63408981280837
746,-103.34523174594099,20.635000731619822
747,-103.34392235961455,20.63486511806421
748,-103.05525913472177,20.736552132562178
751,-103.14155587875617,20.71803867186756
752,-103.14241282316542,20.71808444291163
753,-103.14178889605256,20.718131615202353
754,-103.14097751429198,20.718071750328996
755,-103.14077812915869,20.718035995938457
756,-103.14262013088678,20.718072681480002
757,-103.2983097520154,20.75446268654142
758,-103.3586031017366,20.753630065777113
759,-103.2983017517549,20.75451019332328
760,-102.98658054884794,20.66963699060563
761,-103.16634506654123,20.668846904457624
762,-103.07426806438318,20.674718995824428
763,-103.07182024875341,20.673998664639097
764,-103.16603597686478,20.66885267216967
765,-103.17834047073605,20.670820465452554
766,-103.44843445407123,20.64414375758104
767,-103.42114749174802,20.641477610084614
768,-103.44823903023197,20.644084218158522
769,-103.42217665147382,20.64146630970834
770,-104.17398345465305,20.75824897253582
771,-104.44330765758231,20.72807039558032
772,-104.32474665516999,20.73203909676872
773,-104.32454964681314,20.73199146342264
774,-104.32597853994368,20.732039829033102
