dia,week_day,mes,Horacerr,mun,calle,cruce,Colonia,tipo_acc,causa,tipo_auto,sexo,edad,marca_mal,marca_bien,submarca,modelo,ruta,cinturon,alcohol,monto,herido,Consec,conse_g,conse_m,conse_sem,Id,x,y,_merge,lat,long,,,,,
27,sabado,abril,18:01 A 20:00,zapopan,PERIFERICO,FEDERALISMO CALZ,AUDIOTORIO,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,DAIMLER,CAMION,AUTOBUS,2016,N.D.,2,,,,,2986,3126,15875,78,671612.0741,2293224.471,matched (3),,,,,,,
3,lunes,junio,20:01 A 22:00,zapopan,PERIFERICO,NATACION,AUDITORIA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,VOLKSWAGEN,VOLKSWAGEN,JETTA,1997,,2,,,,249,249,321,21199,79,672019.8806,2293129.83,matched (3),,,,,,,
1,martes,enero,16:01 A 18:00,zapopan,MARIANO BARCENAS COL AUDITORIO,ALBERTO CINTA,AUDITORIO,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,10 A 19,DODGE,DODGE,ATITUDE,2018,,,,21281,,,11,3887,3885,80,672317.2949,2293960.293,matched (3),,,,,,,
19,viernes,abril,22:01 A 24:00,zapopan,CARRETERA A SALTILLO,JAVIER ROJO GOMEZ,AUDITORIO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,NISSA,NISSAN,VERSA,2016,,2,,,,,2245,2403,15152,81,672627.0985,2293730.37,matched (3),,,,,,,
24,miercoles,abril,16:01 A 18:00,zapopan,LUIS QUINTERO,MARIANO BARCENAS,AUDITORIO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,NISSAN,NISSAN,TSURU,1994,,1,,,herido,,2685,2830,15579,82,672184.9418,2293540.602,matched (3),,,,,,,
3,lunes,junio,12:01 A 14:00,zapopan,PERIFERICO,ALCALDE AV,AUDITORIO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,40 A 49,FORD,FORD,PICK-UP,1999,,2,,,,315,314,386,21264,83,672456.6184,2292915.378,matched (3),,,,,,,
25,martes,junio,08:01 A 10:00,zapopan,PERIFERICO,ALCALDE AV,AUDITORIO,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,N.D,N.D,MERCEDES,MERCEDES-BENZ,CHASIS,2001,,2,,,,3232,3243,3291,24159,84,672469.6821,2292912.273,matched (3),,,,,,,
27,jueves,junio,14:01 A 16:00,zapopan,CARRETERA A SALTILLO,DEPORTES AV,AUDITORIO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,50 A 59,HONDA,HONDA,CIVIC,2001,,2,,,,3389,3400,3448,24315,85,672454.7504,2293257.059,matched (3),,,,,,,
27,jueves,junio,16:01 A 18:00,zapopan,PERIFERICO,ALCALDE AV,AUDITORIO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,GM,GENERAL MOTORS,BEAT,N.D.,,,,,,,,244,24983,86,672461.538,2292912.19,matched (3),,,,,,,
22,sabado,junio,14:01 A 16:00,zapopan,PERIFERICO,SELECCION JALISCO,AUDITORIO BENITO JUAREZ,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,50 A 59,CHEVROLET,CHEVROLET,OICK UP,1979,,1,,,,3047,3059,3107,23975,87,671648.369,2293261.78,matched (3),,,,,,,
5,viernes,abril,08:01 A 10:00,zapopan,ALCALDE AV,PATRIA AV,AUTOCINEMA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,CHEVROLET,CHEVROLET,CAMIONETA,1983,,2,,,,,651,832,13581,88,672270.8099,2291650.264,matched (3),,,,,,,
27,sabado,abril,10:01 A 12:00,zapopan,CARRETERA A MORELIA,AGUA MARINA COL AGUA BLANCA,AV BLANCA SUR,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,60 A 69,CHEVROLET,CHEVROLET,PICK UP,1992,,1,,,,,2904,3043,15792,89,662771.5012,2278379.431,matched (3),,,,,,,
8,lunes,abril,04:01 A 06:00,zapopan,PERIFERICO,AZALEAS,AV. LOPEZ MATEOS,CAIDA,VIRAR  INDEBIDAMENTE,MOTOCICLETA,masculino,N.D,HONDA,HONDA,MOTO,2016,,2,,,muerto,,988,1167,13916,90,,,master only (1),,,,,,,
12,miercoles,junio,12:01 A 14:00,zapopan,JOSE PARRES ARIAS,VENUSTIANO CARRANZA ZAP,AVES DEL PARAISO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,VW,VOLKSWAGEN,JETTA,1990,,2,,,,1705,1717,1779,22651,91,668317.7854,2293413.134,matched (3),,,,,,,
26,miercoles,junio,06:01 A 08:00,zapopan,LAURELES AV,DEL RODEO BLV,AVES DEL PARAISO,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,,,,,3325,3336,3384,24251,92,668215.0215,2293497.696,matched (3),,,,,,,
31,viernes,mayo,16:01 A 18:00,zapopan,ALCALDE AV,RAMON CORONA COL EL BATAN,BATAN,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,AUTOMOVIL,masculino,N.D,NISSAN,NISSAN,VERSA,2017,,,,39909,,,149,4419,20834,93,672272.794,2291829.33,matched (3),,,,,,,
14,domingo,abril,02:01 A 04:00,zapopan,PERIFERICO,LAURELES AV,BELENES,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,50 A 59,NISSAN,NISSAN,ESTACAS,1990,,1,,,,,1705,1866,14615,94,666218.8054,2294005.246,matched (3),,,,,,,
2,domingo,junio,02:01 A 04:00,zapopan,PERIFERICO,PINO SUAREZ ZAP,BELENES,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,VW,VOLKSWAGEN,SEDAN,1979,,1,,,,132,132,204,21086,95,667625.8206,2292987.831,matched (3),,,,,,,
5,viernes,abril,10:01 A 12:00,zapopan,LAURELES AV,DE LAS CARRETAS BLV,BELENES NORTE,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,KIA,KIA,FORTE,2018,,2,,,,,663,844,13593,96,666628.362,2293733.021,matched (3),,,,,,,
1,sabado,junio,18:01 A 20:00,zapopan,PERIFERICO,VALDEPEÑAS AV,BELENES NORTE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,V. W.,VOLKSWAGEN,PANEL,1991,,1,,,,88,88,160,21044,97,666627.3315,2294236.76,matched (3),,,,,,,
3,lunes,junio,18:01 A 20:00,zapopan,LAURELES AV,HACIENDA JUAN PABLO II,BELENES NORTE,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,femenino,40 A 49,NISSAN,NISSAN,XTERRA,1999,,1,,,,356,355,427,21305,98,666551.8059,2293784.455,matched (3),,,,,,,
17,lunes,junio,14:01 A 16:00,zapopan,PERIFERICO,VALDEPEÑAS AV,BELENES NORTE,CHOQUE,SIN ELEMENTOS,TAXI,masculino,20 A 29,NISSAN,NISSAN,TSURU,1995,N.D.,1,,,,2481,2497,2553,23425,99,666628.3217,2294233.164,matched (3),,,,,,,
17,lunes,junio,14:01 A 16:00,zapopan,PERIFERICO,VALDEPEÑAS AV,BELENES NORTE,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,GM,GENERAL MOTORS,SONIC,N.D.,,,,,herido,,,189,24930,100,666632.8735,2294236.246,matched (3),,,,,,,
16,domingo,junio,12:01 A 14:00,zapopan,RIO BLANCO AV,CAMINO DE LA SIERRA,BOSQUES DE CENTINELA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,CHEVROLET,CHEVROLET,BEAT,2019,,2,,,,2279,2295,2351,23223,101,668534.5219,2295532.16,matched (3),,,,,,,
31,miercoles,enero,20:01 A 22:00,zapopan,CAMINO BOSQUE A SAN ISIDRO,RIO BLANCO AV,BOSQUES DE SAN ISIDRO,CHOQUE,NO RESPETAR ALTO DE SEMAFORO,TRANSPORTE PUBLICO,masculino,30 A 39,MERCEDES BENZ,MERCEDES-BENZ,MB,2016,634,,,,,,97,175,175,102,668229.3354,2295657.408,matched (3),,,,,,,
14,viernes,junio,14:01 A 16:00,zapopan,PERIFERICO,PINO SUAREZ ZAP,BOSQUES DE SAN ISIDRO,CHOQUE,SIN ELEMENTOS,TAXI,masculino,20 A 29,NISSAN,NISSAN,TSURU,1999,N.D.,2,,,,1902,1916,1974,22846,103,667901.8698,2294226.832,matched (3),,,,,,,
3,jueves,enero,12:01 A 14:00,zapopan,RIO BLANCO AV,JOSE PARRES ARIAS,BOSQUES DEL CENTINELA,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,CAMIONETA DE PASAJEROS,femenino,30 A 39,FORD,FORD,ESCAPE,2014,,,,32010,,,7,3883,3881,104,668861.9878,2295432.193,matched (3),,,,,,,
3,miercoles,abril,10:01 A 12:00,zapopan,RIO BLANCO AV,JOSE PARRES ARIAS,BOSQUES DEL CENTINELA,CHOQUE,SIN ELEMENTOS,TRAILER,masculino,30 A 39,K.W.,KENWORTH,TRACTOR,2001,,1,,,,,339,533,13282,105,668861.2395,2295430.667,matched (3),,,,,,,
16,martes,abril,14:01 A 16:00,zapopan,RIO BLANCO AV,SAN ISIDRO AV,BOSQUES DEL CENTINELA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,MARC,2018,,2,,,,,1931,2089,14838,106,668228.9536,2295657.404,matched (3),,,,,,,
18,martes,junio,06:01 A 08:00,zapopan,BOSQUES DE NAYARIT,BOSQUES DEL CENTINELA,BOSQUES DEL CENTINELA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,CHEVROLET,CHEVROLET,PICKUP,1995,,2,,,,2538,2554,2606,23474,107,669134.5323,2295630.419,matched (3),,,,,,,
15,sabado,junio,18:01 A 20:00,zapopan,PERIFERICO,LOPEZ MATEOS AV,BRISEÑO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V.W.,VOLKSWAGEN,GOLF,1991,,1,,,,2129,2144,2202,23074,108,663919.0901,2280293.873,matched (3),,,,,,,
6,sabado,abril,02:01 A 04:00,zapopan,CARRETERA A MORELIA,BUGAMBILIAS BLV,BUGAMBILIAS,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,VIA,KIA,SPORTAGE,2016,,2,,,,,774,953,13702,109,663127.6229,2278983.831,matched (3),,,,,,,
15,miercoles,mayo,06:01 A 08:00,zapopan,CARRETERA A MORELIA,BUGAMBILIAS BLV,BUGAMBILIAS,ATROPELLAMIENTO,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,NISSAN,NISSAN,INFINITI Q 50,N.D.,,,,,,,49,18,16427,110,663117.0249,2278973.09,matched (3),,,,,,,
22,sabado,junio,14:01 A 16:00,zapopan,CARRETERA A MORELIA,BUGAMBLIAS BLV,BUGAMBILIAS,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,50 A 59,FORD,FORD,REDILLAS,1964,,1,,,,2953,2968,3016,23884,111,663124.6387,2278976.203,matched (3),,,,,,,
29,lunes,abril,08:01 A 10:00,zapopan,MARIANO OTERO AV,NICOLAS COPERNICO AV,CADETE FCO MARQUEZ,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,RAMBLER,RAMBLER,SEDAN,1974,,1,,,,,3204,3337,16086,112,664000.8071,2282432.718,matched (3),,,,,,,
2,domingo,junio,16:01 A 18:00,zapopan,VALLARTA AV,RAFAEL SANZIO,CAMICHINES VALLARTA,CHOQUE,VIRAR  INDEBIDAMENTE,TAXI,masculino,40 A 49,BMW,BMW,SERIE 3,2013,,,,16800,,,7,3706,24569,113,663653.2388,2287563.855,matched (3),,,,660905.1915,2289235.205,20.68,-103.428
5,viernes,abril,12:01 A 14:00,zapopan,LAZARO CARDENAS CALZ,MANUEL J CLOUTHIER,CAMINO REAL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,TOYOTA,TOYOTA,PICK UP,1986,,2,,,,,758,939,13688,114,665055.7716,2287147.754,matched (3),,,,663653.2388,2287563.855,20.695,-103.454
27,sabado,abril,16:01 A 18:00,zapopan,LAZARO CARDENAS CALZ,DON BOSCO,CAMINO REAL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,NISSAN,NISSAN,FARGO,1991,,2,,,,,2892,3031,15780,115,665931.9821,2286702.146,matched (3),,,,-2748.04730000009,1671.35000000009,-0.015000000000001,0.025999999999996
27,sabado,abril,16:01 A 18:00,zapopan,SAN JUAN BOSCO,SAN JUAN DE LA CRUZ,CAMINO REAL,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,30 A 39,MERCEDES,MERCEDES-BENZ,MIDIBUS,2000,N.D.,2,,,,,2894,3033,15782,116,665328.3393,2286289.783,matched (3),,,,,,,
28,viernes,junio,10:01 A 12:00,zapopan,LAZARO CARDENAS CALZ,SAN RAMON ONATO,CAMINO REAL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,NISSAN,NISSAN,MARCH,2018,,2,,,,3437,3448,3494,24361,117,665568.8409,2286826.292,matched (3),,,,5.45842133066635E-06,1.55562868339934E-05,,
28,viernes,junio,18:01 A 20:00,zapopan,LAZARO CARDENAS CALZ,VALLARTA AV,CAMINO REAL,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,N.D,TOYOTA,TOYOTA,COROLLA,N.D.,,,,,herido,,,262,25001,118,664851.4922,2287305.666,matched (3),,,,,,,
8,lunes,abril,10:01 A 12:00,zapopan,PERIFERICO,TABACHINES AV,CANTERA MORADA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,LINCOLN,LINCOLN,ZEPHY,2006,,2,,,,,1061,1240,13989,119,670647.0856,2293553.05,matched (3),,,,,,,
24,lunes,junio,12:01 A 14:00,zapopan,PERIFERICO,EULOGIO PARRA COL CANTEROS,CANTEROS,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,NISSAN,NISSAN,VERSA,2018,,2,,,,3186,3196,3244,24112,120,668864.6892,2288392.446,matched (3),,,,,,,
2,martes,abril,10:01 A 12:00,zapopan,CENTRAL CALZ COL CIUDAD GRANJA,VALLARTA AV,CD GRANJA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,20 A 29,NISSAN,NISSAN,PICK-UP,1991,,2,,,herido,,204,398,13147,121,662183.7486,2288098.226,matched (3),,,,,,,
31,viernes,mayo,16:01 A 18:00,zapopan,PERIFERICO,VALLARTA AV,CD JUDICIAL,CHOQUE,VIRAR  INDEBIDAMENTE,AUTOMOVIL,masculino,N.D,HONDA ,HONDA ,CITY,2016,,,,5900,,,143,4413,20828,122,660905.1915,2289235.205,matched (3),.,,,,,,
18,jueves,abril,22:01 A 24:00,zapopan,BUENOS AIRES COL BUGAMBILIAS,DEL LINCE ORIENTE,CD. BUGAMBILIAS,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,30 A 39,INTERNATUIONAL,INTERNATIONAL,ESTACAS,1968,,1,,,,,2124,2281,15030,123,660210.8933,2279992.814,matched (3),,,,,,,
28,martes,mayo,12:01 A 14:00,zapopan,RIO BLANCO AV,BOSQUES DE SAN ISIDRO AV,CENTINELA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,FORD,FORD,F150,N.D.,,,,,,,,14,24774,124,668230.306,2295661.613,matched (3),,,,,,,
29,martes,enero,10:01 A 12:00,zapopan,HIDALGO AV ZAP,EVA BRISEÑO,CENTRO,CHOQUE,VIRAR  INDEBIDAMENTE,MOTOCICLETA,femenino,30 A 39,ITALIKA,ITALIKA,MOTO,2019,,,,9138,,,125,4001,3999,125,667487.2652,2292193.397,matched (3),,,,,,,
4,jueves,abril,12:01 A 14:00,zapopan,JESUS GARCIA,PINO SUAREZ,CENTRO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,60 A 69,CHEVROLET,CHEVROLET,TRAX,2017,,2,,,,,521,706,13455,126,667604.5667,2292915.798,matched (3),,,,,,,
24,miercoles,abril,08:01 A 10:00,zapopan,HIDALGO AV ZAP,CONSTITUCION TLAQ COL CENTRO,CENTRO,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,20 A 29,HONDA,HONDA,CRV,2013,,2,,,,,2634,2781,15530,127,666555.1936,2292514.68,matched (3),,,,,,,
30,martes,abril,08:01 A 10:00,zapopan,JOAQUIN ANGULO COL VILLA MAGNA,MANUEL AVILA CAMACHO COL VILLA MAGNA,CENTRO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,V.W.,VOLKSWAGEN,ATLANTIC,1982,,1,,,,,3326,3449,16198,128,,,master only (1),,,,,,,
10,viernes,mayo,12:01 A 14:00,zapopan,HIDALGO AV ZAP,ALDAMA COL CENTRO ZAP,CENTRO,CHOQUE,VIRAR  INDEBIDAMENTE,TRANSPORTE PUBLICO,masculino,50 A 59,MERCEDES BENS,MERCEDES-BENZ,MB,2013,15,,,,,,19,84,16499,129,667117.6185,2292241.116,matched (3),,,,,,,
9,domingo,junio,02:01 A 04:00,zapopan,HIDALGO AV ZAP,MARIANO MATAMOROS,CENTRO,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,NISSAN,NISSAN,MARCH,N.D.,,2,,,,1227,1236,1301,22173,130,667313.7235,2292205.357,matched (3),,,,,,,
3,miercoles,abril,14:01 A 16:00,zapopan,LAS ROSAS AV,MORENA,CHAPALITA,CHOQUE,SIN ELEMENTOS,MOTOCICLETA,masculino,20 A 29,WOLF,VOLKSWAGEN,MOTO,2000,,2,,,,,281,475,13224,131,666744.2171,2285423.954,matched (3),,,,,,,
27,sabado,abril,10:01 A 12:00,zapopan,TEPEYAC AV,ANTONIO VALERIANO,CHAPALITA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,FORD,FORD,PICK-UP,1983,,2,,,,,2902,3041,15790,132,666811.366,2285836.171,matched (3),,,,,,,
30,martes,abril,22:01 A 24:00,zapopan,GUADALUPE AV,NIÑO OBRERO AV,CHAPALITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,MAZDA,MAZDA,CX5,2015,,2,,,,,3290,3413,16162,133,665774.5717,2285905.328,matched (3),,,,,,,
15,sabado,junio,18:01 A 20:00,zapopan,SAN IGNACIO AV,SAN AGUSTIN COL CHAPALITA,CHAPALITA,CHOQUE,SIN ELEMENTOS,TRANSPORTE PUBLICO,masculino,20 A 29,MERCEDES,MERCEDES-BENZ,MIDIBUS,1998,N.D.,2,,,,2134,2149,2207,23079,134,666256.327,2286095.214,matched (3),,,,,,,
19,miercoles,junio,10:01 A 12:00,zapopan,GUADALUPE AV,PATRIA AV,CHAPALITA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,N.D,N.D,CHEVROLET,CHEVROLET,PICK UP,2015,,2,,,,2698,2714,2766,23634,135,664209.4986,2285578.867,matched (3),,,,,,,
25,martes,junio,02:01 A 04:00,zapopan,GUADALUPE AV,DEL PARQUE,CHAPALITA,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,N.D,N.D,BMW,BMW,120 I,2016,,2,,,,3225,3236,3284,24152,136,666351.403,2285976.342,matched (3),,,,,,,
8,sabado,junio,00:01 A 02:00,zapopan,DE LOS LEONES AV,CIRCUITO DEL LINCE,CIUDAD BUGANBILIAS,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,30 A 39,OPEL,OPEL,SEDAN,1968,,2,,,,1143,1153,1218,22090,137,659766.7889,2280698.257,matched (3),,,,,,,
4,jueves,abril,18:01 A 20:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CHOQUE,NO GUARDAR DISTANCIA DE SEGURIDAD,TRANSPORTE PUBLICO,masculino,50 A 59,MERCEDES BENS,MERCEDES-BENZ,MB,2010,702,,,,,,20,81,12830,138,666080.9252,2283874.598,matched (3),,,,,,,
1,lunes,abril,14:01 A 16:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,HONDA,HONDA,FIT,2015,,2,,,,,159,353,13102,139,666083.0497,2283872.234,matched (3),,,,,,,
8,lunes,abril,22:01 A 24:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,TAXI,masculino,20 A 29,NISSAN,NISSAN,TSUBAME,1995,,2,,,,,1038,1217,13966,140,666087.1706,2283876.215,matched (3),,,,,,,
16,martes,abril,02:01 A 04:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,KIA,KIA,OPTIMA,1990,,2,,,,,1948,2106,14855,141,666080.971,2283869.93,matched (3),,,,,,,
26,viernes,abril,04:01 A 06:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,N.D,N.D,TOYOTA,TOYOTA,RAV 4,2012,,2,,,,,2839,2977,15726,142,666077.8407,2283869.899,matched (3),,,,,,,
3,viernes,mayo,16:01 A 18:00,zapopan,LOPEZ MATEOS AV,MOCTEZUMA AV,CIUDAD DEL SOL,CHOQUE,VIRAR  INDEBIDAMENTE,TRANSPORTE PUBLICO,masculino,40 A 49,MERCEDES BENS,MERCEDES-BENZ,MB,2015,258,,,,,,1,63,16478,143,666386.0842,2284359.988,matched (3),,,,,,,
16,domingo,junio,06:01 A 08:00,zapopan,XOCHITL AV,NETZAHUALCOYOTL,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,30 A 39,DODGE,DODGE,PICKUP,2001,,1,,,,2268,2284,2340,23212,144,665997.3868,2284731.182,matched (3),,,,,,,
16,domingo,junio,20:01 A 22:00,zapopan,MOCTEZUMA AV,PRADO DE LOS CEDROS,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,CHEVROLET,CHEVROLET,CHEVY,1977,,1,,,,2320,2336,2392,23264,145,665658.7327,2284309.281,matched (3),,,,,,,
18,martes,junio,18:01 A 20:00,zapopan,LOPEZ MATEOS AV,IZTLACIHUATL COL CIUDAD DEL SOL,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,30 A 39,FORD,FORD,COUGAR,1993,,1,,,,2575,2591,2643,23511,146,666618.5095,2284759.073,matched (3),,,,,,,
29,sabado,junio,02:01 A 04:00,zapopan,CUAUHTEMOC AV COL CIUDAD DEL SOL,MARIANO OTERO AV,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,MAZDA,MAZDA,MAZDA 3,2018,,2,,,,3512,3523,3569,24431,147,665864.6796,2283738.65,matched (3),,,,,,,
30,jueves,mayo,06:01 A 08:00,zapopan,LOPEZ MATEOS AV,MARIANO OTERO AV,CIUDAD DEL SOL,CONTRA OBJETO FIJO,SIN ELEMENTOS,AUTOMOVIL,femenino,20 A 29,HONDA,HONDA,CITY,N.D.,,,,,herido,,,25,24783,148,666084.1166,2283868.404,matched (3),,,,,,,
28,viernes,junio,16:01 A 18:00,zapopan,LOPEZ MATEOS AV,MOCTEZUMA AV,CIUDAD DEL SOL,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,N.D,FORD,FORD,PICK UP,N.D.,,,,,,,,255,24994,149,666066.8846,2283869.791,matched (3),,,,,,,
14,domingo,abril,02:01 A 04:00,zapopan,CENTRAL CALZ COL CIUDAD GRANJA,VALLARTA AV,CIUDAD GRANJA,ATROPELLAMIENTO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,,,,,,47,32,12781,150,662188.197,2288100.024,matched (3),,,,,,,
7,domingo,abril,10:01 A 12:00,zapopan,VALLARTA AV,ETZATLAN COL CIUDAD GRANJA,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,femenino,50 A 59,NISSAN,NISSAN,TSURU,2002,,2,,,,,906,1085,13834,151,661659.7648,2288538.329,matched (3),,,,,,,
9,martes,abril,08:01 A 10:00,zapopan,PERIFERICO,DE LAS PALMAS CALZ COL CIUDAD GRANJA,CIUDAD GRANJA,CONTRA OBJETO FIJO,SIN ELEMENTOS,SIN DATOS,N.D,N.D,SIN DATOS,N.D.,SIN DATOS,N.D.,,,,,,,1138,1315,14064,152,660909.7085,2287687.198,matched (3),,,,,,,
9,martes,abril,10:01 A 12:00,zapopan,CENTRAL CALZ COL CIUDAD GRANJA,VALLARTA AV,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,20 A 29,KIA,KIA,SEDAN,2018,,2,,,,,1142,1319,14068,153,662186.595,2288103.898,matched (3),,,,,,,
13,sabado,abril,22:01 A 24:00,zapopan,NUEVA CALZ COL CIUDAD GRANJA,VALLARTA AV,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,40 A 49,GENERAL MOTORS,GENERAL MOTORS,CHEVY,2006,,2,,,,,1646,1811,14560,154,662559.4489,2287817.339,matched (3),,,,,,,
22,lunes,abril,08:01 A 10:00,zapopan,PERIFERICO,DE LAS PALMAS CALZ COL CIUDAD GRANJA,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE CARGA,masculino,50 A 59,TOYOTA ,TOYOTA ,HILUX,2016,,2,,,,,2471,2621,15370,155,660909.6789,2287690.309,matched (3),,,,,,,
14,viernes,junio,14:01 A 16:00,zapopan,DE LOS ALAMOS CALZ,NORTE CALZ,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,TRAILER,masculino,60 A 69,KENWORTH,KENWORTH,TRACTOR,1987,,2,,,,2029,2043,2101,22973,156,661734.093,2287884.87,matched (3),,,,,,,
18,martes,junio,18:01 A 20:00,zapopan,PERIFERICO,DE LAS PALMAS AV COL CIUDAD GRANJA,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,CAMION DE CARGA,masculino,50 A 59,NISSAN,NISSAN,ESTACASQ,2010,,2,,,,2579,2595,2647,23515,157,660910.5057,2287685.65,matched (3),,,,,,,
20,jueves,junio,16:01 A 18:00,zapopan,PERIFERICO,DE LOS LAURELES CALZ COL CIUDAD GRANJA,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,CAMIONETA DE PASAJEROS,masculino,30 A 39,CHRYSLER,CHRYSLER,JEEP,2005,,2,,,,2831,2846,2894,23762,158,660906.0322,2287908.854,matched (3),,,,,,,
30,domingo,junio,16:01 A 18:00,zapopan,PERIFERICO,SAN JUAN COL CIUDAD GRANJA,CIUDAD GRANJA,CHOQUE,SIN ELEMENTOS,AUTOMOVIL,masculino,60 A 69,GENERAL MOTORS,GENERAL MOTORS,MALIBU,2007,,2,,,,3637,3649,3695,24558,159,661202.4018,2286369.114,matched (3),,,,,,,
